0.0130058	-0.0451606	0.049641	0.0130058	-0.0451606	0.049641	0.0776223
0.0058179	-0.0549615	0.0459415	0.0058179	-0.0549615	0.0459415	0.0738762
0.0360051	-0.0478111	0.0390432	0.0360051	-0.0478111	0.0390432	0.0574333
0.0331099	-0.0452876	0.0466637	0.0331099	-0.0452876	0.0466637	0.097182
0.0406067	-0.0528631	0.037828	0.0406067	-0.0528631	0.037828	0.0540269
0.0283154	-0.052693	0.0414843	0.0283154	-0.052693	0.0414843	0.0577225
-0.0147944	-0.0324419	0.0319897	-0.0147944	-0.0324419	0.0319897	0.098976
0.0143665	-0.057558	0.0565998	0.0143665	-0.057558	0.0565998	0.0914966
0.0150025	-0.0349209	0.0320111	0.0150025	-0.0349209	0.0320111	0.0918759
0.0201035	-0.0437478	0.0450674	0.0201035	-0.0437478	0.0450674	0.0528951
0.0112345	-0.0409254	0.0437771	0.0112345	-0.0409254	0.0437771	0.0984282
0.0052976	-0.0503732	0.044181	0.0052976	-0.0503732	0.044181	0.0735055
-0.000320184	-0.0446788	0.0468999	-0.000320184	-0.0446788	0.0468999	0.107544
-0.00534857	-0.0517208	0.0479327	-0.00534857	-0.0517208	0.0479327	0.057812
0.0209963	-0.0346783	0.0280968	0.0209963	-0.0346783	0.0280968	0.0470287
0.0162701	-0.0519912	0.0557189	0.0162701	-0.0519912	0.0557189	0.0338389
-0.00302407	-0.0447029	0.0387732	-0.00302407	-0.0447029	0.0387732	0.087481
-0.00371994	-0.045296	0.0436511	-0.00371994	-0.045296	0.0436511	0.0828623
-0.00593142	-0.042171	0.043543	-0.00593142	-0.042171	0.043543	0.0983071
-0.00359198	-0.0418039	0.0418895	-0.00359198	-0.0418039	0.0418895	0.0753144
-0.0154199	-0.0402478	0.0474681	-0.0154199	-0.0402478	0.0474681	0.113267
-0.0345998	-0.0422807	0.0440928	-0.0345998	-0.0422807	0.0440928	0.10858
0.00933638	-0.056639	0.0453167	0.00933638	-0.056639	0.0453167	0.0749439
0.00452428	-0.0479118	0.0372124	0.00452428	-0.0479118	0.0372124	0.0889289
-0.00422156	-0.0417198	0.0339101	-0.00422156	-0.0417198	0.0339101	0.0641872
0.00891327	-0.0425225	0.042185	0.00891327	-0.0425225	0.042185	0.0901573
